text,aggressive,hate,ageism,aporophobia,body_shame,capacitism,lgbtphobia,political,racism,religious_intolerance,misogyny,xenophobia,other
os quotes essa coitada anda sendo a mais massacrada da gen ne link link,1,1,0,0,0,0,0,0,0,0,1,0,0
"palta do trampo hoje foi muito positiva, sério! falamos sobre: nunca tá tão ruim que não dê pra piorar e como as merdas sempre deixam pra acontecer sexta 15minutos antes de ir embora ?????",0,0,0,0,0,0,0,0,0,0,0,0,0
como pode a taylor ter escrito uma música que é puro amor da forma mais linda do mundo e já ter superado o sujeito,0,0,0,0,0,0,0,0,0,0,0,0,0
"atenção?? petrobras anuncia queda de preços de 21,3% no gás de cozinha, 12,6% na gasolina e 12,8% no diesel?? venceu a luta pela revogação da paridade de preços de importação do mercado internacional?? ?????? lula sempre foi o meu presidente! sempre foi o seu tb?? link",0,0,0,0,0,0,0,0,0,0,0,0,0
@user @user @user ela é tão latina quanto a hailey kkk até mais já que ela é neta de latina e a hailey filha,0,0,0,0,0,0,0,0,0,0,0,0,0
deveria trocar a armacao dos meus oculos?,0,0,0,0,0,0,0,0,0,0,0,0,0
não entra na minha cabeça esse auxílio unificado da @user uma esmola o critério de seleção é horroroso,1,1,0,1,0,0,0,0,0,0,0,0,0
"@user de fato ficaram incríveis, está de parabéns, fiquei encantada ??????",0,0,0,0,0,0,0,0,0,0,0,0,0
@user galo 2 x 1 curintiã ??,0,0,0,0,0,0,0,0,0,0,0,0,0
"eu invento de dormir tarde ai tenho q acordar cedo e acabo me lascando, q ódio",0,0,0,0,0,0,0,0,0,0,0,0,0
"@user macetava com gosto... e ainda perguntaria ""dá pra fazer uma quentinha pra levar pra janta?""",0,0,0,0,0,0,0,0,0,0,0,0,0
@user eu to assim,0,0,0,0,0,0,0,0,0,0,0,0,0
"que ódio desse rapaz crítico de cinema e gostoso, quero ver ele falar do livro que escreveu mas também quero calar a boca dele com a minha",0,0,0,0,0,0,0,0,0,0,0,0,0
eu amo esse meme pq me lembra mto uma amiga aí que faz psicologia… link,0,0,0,0,0,0,0,0,0,0,0,0,0
"@user duvido, eu estou indo todos os dias já tem quase 2 meses, tô tentando regular a alimentação agr kkkkkk",0,0,0,0,0,0,0,0,0,0,0,0,0
"comida pronta, roupa lavada ? a vantagem de acordar cedo na folga",0,0,0,0,0,0,0,0,0,0,0,0,0
@user @user mkkkkkkkkkk coe muito bom,0,0,0,0,0,0,0,0,0,0,0,0,0
@user estou com ódio prr link,0,0,0,0,0,0,0,0,0,0,0,0,0
@user já moro aqui,0,0,0,0,0,0,0,0,0,0,0,0,0
"@user @user kkkkkkkk ou, minha cara",0,0,0,0,0,0,0,0,0,0,0,0,0
@user meu deus realmente pqp,0,0,0,0,0,0,0,0,0,0,0,0,0
@user isso é um desrespeito ao pl !!!! deve buscar a legenda do pt !!!!,1,0,0,0,0,0,0,0,0,0,0,0,0
@user realmente como pode nós sofrermos mais q jesus,1,0,0,0,0,0,0,0,0,0,0,0,0
@user @user @user tá sabendo legal o ecunomista ????????????????????????????????????????????????,1,0,0,0,0,0,0,0,0,0,0,0,0
"o adam arriscando a própria vida pra encontrar o ronan no espaço de sonho pra vim gente falar que ele não é digno do ronan, é cada uma viu link",0,0,0,0,0,0,0,0,0,0,0,0,0
@user mérito do bolsonaro!,0,0,0,0,0,0,0,0,0,0,0,0,0
n quero q isso tudo acabe??????,0,0,0,0,0,0,0,0,0,0,0,0,0
"@user imagina ser assim, senhor",0,0,0,0,0,0,0,0,0,0,0,0,0
army engene e futuramente talvez quem sabe my,0,0,0,0,0,0,0,0,0,0,0,0,0
"@user @user @user uma vergonha essa justiça...vai ficar procurando crime do bolsonaro... enquanto isso o crime leve , live e solto.",1,1,0,0,0,0,0,1,0,0,0,0,0
"daí eu tive essa cena patética hoje, de me trancar num banheiro segurando uma florzinha enquanto choro por um monte de emoções confusas dentro de mim. quando tudo isso acabar, eu espero olhar pra essa flor e sentir tanta admiração por mim mesma quando essas crianças sentiram ??",0,0,0,0,0,0,0,0,0,0,0,0,0
pprt essa foi a melhor prova que eu ja fiz espero que a minha nota mostra o mesmo ????,0,0,0,0,0,0,0,0,0,0,0,0,0
quanto mais eu treino mas distorção de imagem me aparece,0,0,0,0,0,0,0,0,0,0,0,0,0
@user vc todinha,0,0,0,0,0,0,0,0,0,0,0,0,0
isso link,0,0,0,0,0,0,0,0,0,0,0,0,0
não tô com uma sensação muito boa,0,0,0,0,0,0,0,0,0,0,0,0,0
achados de currículos: estado civil: união instável,0,0,0,0,0,0,0,0,0,0,0,0,0
"@user @user outra característica bem marcante dos que costumam ficar eretos por desenho, é esse pêlo de cú na cara: link",1,1,0,0,1,0,0,0,0,0,0,0,0
@user esse governo do ódio precisa ser derrubado,1,0,0,0,0,0,0,0,0,0,0,0,0
"@user aqui tbmmmmm, pegou qual?",0,0,0,0,0,0,0,0,0,0,0,0,0
muito trabalho duro e dedicação foi pra isso ???? amo tanto vcs link,0,0,0,0,0,0,0,0,0,0,0,0,0
"@user amg eu pedi a m, ficou giganteeee e olha que eu n sou magrinha",0,0,0,0,0,0,0,0,0,0,0,0,0
"@user nem eu, até pq quem gosta de homem é gay",1,0,0,0,0,0,0,0,0,0,0,0,0
pensando muito nesse aqui link,0,0,0,0,0,0,0,0,0,0,0,0,0
@user fluminense 2-0 (cano 2x),0,0,0,0,0,0,0,0,0,0,0,0,0
alguém sabe o link do cine 7,0,0,0,0,0,0,0,0,0,0,0,0,0
só de imaginar as possibilidades que o mundo tem pra mim isso me dá vontade de continuar correndo atrás de tudo,0,0,0,0,0,0,0,0,0,0,0,0,0
@user que gatinha fiu fiu em,0,0,0,0,0,0,0,0,0,0,0,0,0
odeio vc sm puta q deu 1 dia so de show pqp se eu nao conseguir eu vou me matar de vdd,0,0,0,0,0,0,0,0,0,0,0,0,0
"nao consegui, mas estou viva(infelizmente link",0,0,0,0,0,0,0,0,0,0,0,0,0
"lula fala em transparência estuprada sob bolsonaro, mas ignora sigilos de sua gestão link",1,0,0,0,0,0,0,0,0,0,0,0,0
esse perfil pertence a uma pessoa desequilibrada,0,0,0,0,0,0,0,0,0,0,0,0,0
@user uma caminhonete suja cheia de ódio link,0,0,0,0,0,0,0,0,0,0,0,0,0
"contrariando as convenções de ser adulto, eu adoro almoçar com colher quando a comida permite",0,0,0,0,0,0,0,0,0,0,0,0,0
"me chamaram de amargurada, vou parar de falar mal das pessoas no twt, fãs (dou um dia e meio pra descumprir com isto",0,0,0,0,0,0,0,0,0,0,0,0,0
@user to no grupo aqui na região e tem gente que comprou ingresso pra uns 5 dias de show em cidades diferentes,0,0,0,0,0,0,0,0,0,0,0,0,0
mosquito filha da puta,0,0,0,0,0,0,0,0,0,0,0,0,0
dois dias para esquecer,0,0,0,0,0,0,0,0,0,0,0,0,0
tá cheia de brilho com piercing na xana,0,0,0,0,0,0,0,0,0,0,0,0,0
"aí gente tô indo fazer hoje uma entrevista de emprego e a ansiedade não me deixa em paz,não dá um segundo de sossego para eu conseguir fazer as coisas em paz,credo",0,0,0,0,0,0,0,0,0,0,0,0,0
"""ok nick, passei de todas essas fases, agora sou perito?"" não! antes você vai ter que passar pela academia de polícia (acadepol), onde você vai se preparar para exercer a profissão.",0,0,0,0,0,0,0,0,0,0,0,0,0
para de interromper caralho,0,0,0,0,0,0,0,0,0,0,0,0,0
bárbara desfazendo a fake news contra bolsonaro. link,0,0,0,0,0,0,0,0,0,0,0,0,0
a tabela mostra a tabela link,0,0,0,0,0,0,0,0,0,0,0,0,0
@user qualquer um que não tenha sido recomendação da thaina,0,0,0,0,0,0,0,0,0,0,0,0,0
@user com certeza! ????,0,0,0,0,0,0,0,0,0,0,0,0,0
"@user @user são uns loucos, procuram de toda forma prejudicar a família bolsonaro. são diabólicos, invejosos e cruéis.",1,0,0,0,0,0,0,0,0,0,0,0,0
puta q pariu haja paciência kkk,0,0,0,0,0,0,0,0,0,0,0,0,0
tem que fazer o l com gosto,1,0,0,0,0,0,0,0,0,0,0,0,0
@user os meus tão la na casa da minha mãe tb !,0,0,0,0,0,0,0,0,0,0,0,0,0
@user @user @user @user você pagou por que o ppi indicava que você deveria pagar esse preço. mas por que não baixaram gasolina. ela está trabalhando com preço acima desde abril.,0,0,0,0,0,0,0,0,0,0,0,0,0
"site de merda, não consegui bosta nenhuma",1,0,0,0,0,0,0,0,0,0,0,0,0
espero q essa puta desgraçada se mate,1,1,0,0,0,0,0,0,0,0,1,0,0
"@user o que é o recalque, sabe que não se elege nem para síndica de prédio e o seu nome é conhecido graças ao bolsonaro, depois que traiu o presidente e viu que não tem apoio de ninguém fica cuspindo no prato que comeu, é a oportunista sem nenhuma vergonha.",1,0,0,0,0,0,0,0,0,0,0,0,0
"que ódio, eu quero ir pra casa",0,0,0,0,0,0,0,0,0,0,0,0,0
lula pode cagar na cama da minha cachorra que ainda voto nele de nv link,1,0,0,0,0,0,0,0,0,0,0,0,0
"@user normalmente eu estaria saindo agr pq o intervalo da manhã é no último tempo, aí quem quer ir embora vai, mas hj teve reunião com u acho",0,0,0,0,0,0,0,0,0,0,0,0,0
"@user cidade incrível mesmo, hj vcs ganharam uma madrugada gelada de presente. kkkkk",0,0,0,0,0,0,0,0,0,0,0,0,0
aprendi a usar creme no cabelo curto link,0,0,0,0,0,0,0,0,0,0,0,0,0
"se o bosta do bolsonaro tivesse feito o mesmo role da petrobras no começo da guerra na ucrânia e a corrida por combustível o brasil tinha voado baixo na economia, mas não prefere pagar dividendos pra riquinho",1,0,0,0,0,0,0,0,0,0,0,0,0
"@user tenho é ódio de gente assim, ainda vem encher meu saco",0,0,0,0,0,0,0,0,0,0,0,0,0
a oportunidade eu mesmo criei,0,0,0,0,0,0,0,0,0,0,0,0,0
"@user foi o joão, mas eu concordo",0,0,0,0,0,0,0,0,0,0,0,0,0
"@user @user querida, eles foram eleitos. não é assim que a banda toca. estamos sendo obrigados a votar em quem não queremos para cumprir cotas? não entendi!",1,1,0,0,0,0,0,1,1,0,0,0,0
"coitados, vão levar hate até por dentro dos olhos das lunáticas link",1,0,0,0,0,0,0,0,0,0,0,0,0
colocaram a chaewon com dois rapazes que nem existem no tik tok,0,0,0,0,0,0,0,0,0,0,0,0,0
eu fico pensando que se eu tivesse lido o príncipe cruel na onda do twitter eu teria odiado esse livro porque os fãs vendem o livro muito errado aqui,0,0,0,0,0,0,0,0,0,0,0,0,0
pra entrar é mil maravilhas kkkkkkkk ai que ódio,0,0,0,0,0,0,0,0,0,0,0,0,0
"essential vs liquid sky, que evento vai ser esse em",0,0,0,0,0,0,0,0,0,0,0,0,0
vsi ter enterro e eu vou enterrar as duas aus junto comigo,0,0,0,0,0,0,0,0,0,0,0,0,0
@user me descuido un segundo y apareces a tomar por culo jhjdsfhjgdshj,0,0,0,0,0,0,0,0,0,0,0,0,0
odeio sair de casa apressada pq saio esquecendo tudo ?????,0,0,0,0,0,0,0,0,0,0,0,0,0
@user é a minha folga,0,0,0,0,0,0,0,0,0,0,0,0,0
idols debutando cada vez mais novas perdendo a adolescência e juventude pra uma industrial que literalmente mata enquanto tem pessoas que protestam sobre isso enquanto idols de 25+ são consideradas velhas demais pra industria e descartadas quando chegam aos 30 link,0,0,0,0,0,0,0,0,0,0,0,0,0
não fala isso vô link,0,0,0,0,0,0,0,0,0,0,0,0,0
só faço bosta pqp,1,0,0,0,0,0,0,0,0,0,0,0,0
mantendo o pique na força do ódio,0,0,0,0,0,0,0,0,0,0,0,0,0
@user ódio e vingança contra o povo brasileiro,0,0,0,0,0,0,0,0,0,0,0,0,0
@user @user todos já sabem agora só assumir pros seus fãs que vc e gabriel santana estão namorando que casal nada a ver kkk vc merece coisa melhor,0,0,0,0,0,0,0,0,0,0,0,0,0
eu to surtando cade que nao consigo entrar nesse caralho de site,0,0,0,0,0,0,0,0,0,0,0,0,0
@user hugo eu tnb ??????????????????????????????????,0,0,0,0,0,0,0,0,0,0,0,0,0
@user mn joga hollow knight e se vai ver a putaria que é. é dificil mn.,0,0,0,0,0,0,0,0,0,0,0,0,0
@user @user olha quem vc tá chamando de ruim meu deus seu fimose,1,0,0,0,0,0,0,0,0,0,0,0,0
@user bem pertinho da casa de uma querida!! vou lá,0,0,0,0,0,0,0,0,0,0,0,0,0
"gente, precisa entrar pelo portão que veio no ingresso? nx zero, allianz, cedo ou tarde",0,0,0,0,0,0,0,0,0,0,0,0,0
"@user leo nem pense amigao, é a coisa mais normal ter coisa sexual em tudo até em números, regra 34: se existe algo, coisa, pessoa o que for vai ter conteúdo sexual disso.",0,0,0,0,0,0,0,0,0,0,0,0,0
"venham ver a crise financeira do leipzig ????????. pera ai o leipzig está devendo? não ??, pelo contrário é uma crise inédita de ter dinheiro sobrando e não poder usar. link",0,0,0,0,0,0,0,0,0,0,0,0,0
@user tds as vezes q eu faço isso eu tiro 6,0,0,0,0,0,0,0,0,0,0,0,0,0
"@user lágrimas de crocodilos, puro teatro,deveria estar cumprindo a pena por ter saqueado os cofres públicos, deve estar com remorso, qsfod.",1,1,0,0,0,0,0,1,0,0,0,0,0
@user só fui 2 vezes em toda a minha life kk,0,0,0,0,0,0,0,0,0,0,0,0,0
@user pq é a sua hr de se assumir bgstan,0,0,0,0,0,0,0,0,0,0,0,0,0
nada da certo nesse caralho de vida que odio link,1,0,0,0,0,0,0,0,0,0,0,0,0
@user @user canalhas! são abutres do povo brasileiro,1,0,0,0,0,0,0,0,0,0,0,0,0
aí chega o túlio baixa tal app eu tbm baixei e da hr kkkkkkkk,0,0,0,0,0,0,0,0,0,0,0,0,0
@user kd a imprensa pra falar disso? não! ficam falando do cartão do bolsonaro. aff,0,0,0,0,0,0,0,0,0,0,0,0,0
não to acreditando serio que nojo,0,0,0,0,0,0,0,0,0,0,0,0,0
eu iria compartilhar todos os meus traumas se preparem link,0,0,0,0,0,0,0,0,0,0,0,0,0
"@user não vejo nada de errado com o sexo antes do casamento, contanto que não atrase a cerimônia.",0,0,0,0,0,0,0,0,0,0,0,0,0
ta valendo muito a pena então link,0,0,0,0,0,0,0,0,0,0,0,0,0
@user o verdadeiro faroeste do rio de janeiro #sbtrio,0,0,0,0,0,0,0,0,0,0,0,0,0
fui flor.,0,0,0,0,0,0,0,0,0,0,0,0,0
é tudo nosso caralhoooooo a freen ganhou porra,0,0,0,0,0,0,0,0,0,0,0,0,0
@user que situação irmã..,0,0,0,0,0,0,0,0,0,0,0,0,0
que ódio eu odeio não saber mentir,0,0,0,0,0,0,0,0,0,0,0,0,0
tudo bem nao estar bem.. q dorama fofo ain q odio kkkkkkk,0,0,0,0,0,0,0,0,0,0,0,0,0
"não cola. a justificativa de michelle é q bolsonaro é pão duro e ela era “obrigada”a usar o cartão de crédito da amiga. entendo,então, que bolsonaro era generoso o suficiente com a amiga da sua esposa para pagar suas contas...",0,0,0,0,0,0,0,0,0,0,0,0,0
"gente, n dá p ligar p ministério do trabalho de telefone celular não? a atendente eletrônica começa dizendo q se a ligação for de um telefone fixo, é gratuita. se for de um telefone celular, será cobrado o preço da ligação local, e caso n concorde c a cobrança",0,0,0,0,0,0,0,0,0,0,0,0,0
@user q dor no cérebro,0,0,0,0,0,0,0,0,0,0,0,0,0
silêncio perturbador,0,0,0,0,0,0,0,0,0,0,0,0,0
@user tem depressão e tá indo em evento de cs? recomendo psicólogo dog.,0,0,0,0,0,0,0,0,0,0,0,0,0
"não é na ucrânia, é no rio de janeiro mesmo. tiroteio segue intenso no complexo da penha. link",0,0,0,0,0,0,0,0,0,0,0,0,0
@user eu sou esse aluno fodase,1,0,0,0,0,0,0,0,0,0,0,0,0
minha carteirinha sumiu que odio,0,0,0,0,0,0,0,0,0,0,0,0,0
@user @user @user o governo bolsonaro foi o mais corrupto do século xxi... ladrões.,1,1,0,0,0,0,0,1,0,0,0,0,0
td o que eu vejo sobre a taylor swift é contra a minha vontade,0,0,0,0,0,0,0,0,0,0,0,0,0
@user gigavril as per usual,0,0,0,0,0,0,0,0,0,0,0,0,0
"@user os caras perdem tempo com youtuber de torcida, kkkkkkkkkkk",0,0,0,0,0,0,0,0,0,0,0,0,0
18 anos perdi foi varios amigo ??????,0,0,0,0,0,0,0,0,0,0,0,0,0
meu marido aí pra vcs apreciarem a beleza dele link,0,0,0,0,0,0,0,0,0,0,0,0,0
@user mt piradinhaa,0,0,0,0,0,0,0,0,0,0,0,0,0
"@user @user continue pagando 6 reais na gasolina, ou melhor pague 7,99 que era o preço ano retrasado, você ajuda muito assim.",0,0,0,0,0,0,0,0,0,0,0,0,0
bom não.. meeeel! link,0,0,0,0,0,0,0,0,0,0,0,0,0
"extremamente difícil ter que me vencer todos os dias. chorãooo, cadê os dias de glória?? ????",0,0,0,0,0,0,0,0,0,0,0,0,0
o congresso se movimenta para retirar do mma o cadastro ambiental rural. com isso se mantém a herança bolsonaro de cupinização da política ambiental. transferir o car ao mapa com a votação da mp 1154 é favorecer o fracasso da fiscalização do instrumento link,0,0,0,0,0,0,0,0,0,0,0,0,0
"@user meu deus até que enfim, bolsonaro vai ser preso link",0,0,0,0,0,0,0,0,0,0,0,0,0
"@user link mesmas medidas,mesmas práticas, vai todo mundo fazer cara de surpresa quando levar aos mesmos resultados. a culpa vai ser do celular do bolsonaro",0,0,0,0,0,0,0,0,0,0,0,0,0
"@user mas o q? como assim? quem ia querer matar um traste inútil desse??? não serve para nada e não possui relevância alguma... só pq levou na cara do dino, está com esse papinho. imundão!",1,0,0,0,0,0,0,0,0,0,0,0,0
"@user muito ruim mesmo, hoje em dia eu quase não vejo meus amigos e to começando a sentir isso também",0,0,0,0,0,0,0,0,0,0,0,0,0
"quer ir pro print, mo?",0,0,0,0,0,0,0,0,0,0,0,0,0
@user amg faz isso é mt bom,0,0,0,0,0,0,0,0,0,0,0,0,0
que abominacao eh essa link,1,0,0,0,0,0,0,0,0,0,0,0,0
gente juro jackson wang das fics sendo real eu amo mt,0,0,0,0,0,0,0,0,0,0,0,0,0
@user @user ah não ??????????,0,0,0,0,0,0,0,0,0,0,0,0,0
"pra quem não entendeu o que isso significa. no modelo anterior, o preço do petróleo nacional estava diretamente ligado ao preço internacional em dólar. assim alta do dólar gerava alta dos preços nacionais. com o fim da paridade, o valor pago na bomba, fica mais justo e real. link",0,0,0,0,0,0,0,0,0,0,0,0,0
mal sabe q me iludo tanto q não calo a boca,0,0,0,0,0,0,0,0,0,0,0,0,0
acordei virada num pedaço do coco do cavalo do bandido,0,0,0,0,0,0,0,0,0,0,0,0,0
@user @user desnecessário.,0,0,0,0,0,0,0,0,0,0,0,0,0
@user @user e não julgue os outros por vc que faz parte da jumentalha.,1,1,0,0,0,0,0,1,0,0,0,0,0
"""chamamos de estados de direito os estados onde funcionam regularmente um sistema de garantias dos direitos do homem"" (norberto bobbio - a era dos direitos) pergunto: o brasil é um estado de direito?",0,0,0,0,0,0,0,0,0,0,0,0,0
nct ta que posta no insta,0,0,0,0,0,0,0,0,0,0,0,0,0
olha o boi! ????,0,0,0,0,0,0,0,0,0,0,0,0,0
pois é link,0,0,0,0,0,0,0,0,0,0,0,0,0
"cadeia para bolsonaro, micheque, filhos e assemelhados link",0,0,0,0,0,0,0,0,0,0,0,0,0
@user bom dia nossa que coisa linda maravilhosa,0,0,0,0,0,0,0,0,0,0,0,0,0
"sinto informar vcs, mas etec não supera sesi nem aqui nem em lugar nenhum kakakka",0,0,0,0,0,0,0,0,0,0,0,0,0
"@user mas eu não pedi, minha mãe mandou k",0,0,0,0,0,0,0,0,0,0,0,0,0
3 dias pro ramemes vim se hospedar na minha casa p/ limonada,0,0,0,0,0,0,0,0,0,0,0,0,0
@user @user @user piadocas q você faria,0,0,0,0,0,0,0,0,0,0,0,0,0
depois desse fds eu posso dizer com ctz q homem tem mais fofoca q mulher,1,1,0,0,0,0,0,0,0,0,1,0,0
vou provar o terno ????,0,0,0,0,0,0,0,0,0,0,0,0,0
"bom dia / boa tarde passando, passando aqui pra dizer que os volumes impressos do meu mangá o mestre dos combates estão a venda no meu site, não deixem de conferir. link #hqsnacionais #indiecomics #quadrinhosbr #hqnacional #quadrinhoindie #leitura #quadrinhos",0,0,0,0,0,0,0,0,0,0,0,0,0
@user bolsonaro quer intervir na polícia federal.,0,0,0,0,0,0,0,0,0,0,0,0,0
@user deixa de ser gay,1,0,0,0,0,0,0,0,0,0,0,0,0
"@user eles tem esse efeito nas pessoas, eu tava assim e agora tô viciada em soukoku",0,0,0,0,0,0,0,0,0,0,0,0,0
@user @user @user 300 reais no mercado eu gasto só com produto de limpeza e higiene pra uma casa com 2 adultos.,0,0,0,0,0,0,0,0,0,0,0,0,0
oporra,1,0,0,0,0,0,0,0,0,0,0,0,0
@user n aguenta mais d eu perguntar ou de ter 27???????,0,0,0,0,0,0,0,0,0,0,0,0,0
eu si divirto com esses viad*s do meu instagram pqpkkkkkkk,1,0,0,0,0,0,0,0,0,0,0,0,0
acabou playboy primo de barbinha em novembro quero meus 1000 real link,1,0,0,0,0,0,0,0,0,0,0,0,0
@user @user nunca les mentiria.??,0,0,0,0,0,0,0,0,0,0,0,0,0
será que essas meninas não sentem vergonha não?,0,0,0,0,0,0,0,0,0,0,0,0,0
a pessoa namorar e ficar curtindo foto de homem sem camisa é foda,1,0,0,0,0,0,0,0,0,0,0,0,0
"após fim do ppi, petrobrás anuncia redução de r$ 0,44 no litro do diesel e de r$ 0,40 na gasolina link também nesta terça-feira, a companhia anunciou uma mudança em sua política de preços, com o fim dos preços de paridade de importação",0,0,0,0,0,0,0,0,0,0,0,0,0
@user o meu é hoje????,0,0,0,0,0,0,0,0,0,0,0,0,0
odeio a helena mds sou dependente emocional dessa cadela na faculdade e ela vai embora que odio,1,1,0,0,0,0,0,0,0,0,1,0,0
ódio de trabalhar com pessoa irresponsável,0,0,0,0,0,0,0,0,0,0,0,0,0
@user perfecto....indiferentes sy for 2.3...2.7.....3.0...3.5....4.2.........o importante é seguir fluxo vida com inúmeras experiências adquiridas nas mesmas. y vida que segue .,0,0,0,0,0,0,0,0,0,0,0,0,0
amém jesus link,0,0,0,0,0,0,0,0,0,0,0,0,0
"@user ih, sonhou o que?",0,0,0,0,0,0,0,0,0,0,0,0,0
como é bom fazer o l fazuelly,0,0,0,0,0,0,0,0,0,0,0,0,0
é que minas e sp não mamaram o lula né link,1,1,0,0,0,0,1,1,0,0,0,1,0
@user infelizmente o kng não passou faz tempo ja ??,0,0,0,0,0,0,0,0,0,0,0,0,0
"@user ????????????bolsonaro reduziu preço do combustível. lula entrou. subiu o preço. agora ele vem e baixa de novo, para se fazer de bonzinho. um zero a esquerda.",1,1,0,0,0,0,0,1,0,0,0,0,0
ontem eu tive um momento incrível com o kaio. ??????,0,0,0,0,0,0,0,0,0,0,0,0,0
"@user cara, eu tô nessa nipe",0,0,0,0,0,0,0,0,0,0,0,0,0
"@user amiga vai ter q pegar o código e ver pelos correios mesmo, q ódio tbm pq eu precisava das roupas urgente",0,0,0,0,0,0,0,0,0,0,0,0,0
@user bom diaaa.??????,0,0,0,0,0,0,0,0,0,0,0,0,0
lutando contra demônios (a vontade de ficar o dia todo de baixo das cobertas),0,0,0,0,0,0,0,0,0,0,0,0,0
ódio raiva ira inferno,0,0,0,0,0,0,0,0,0,0,0,0,0
@user @user @user @user @user @user @user disseram no programa do dia 15 q está resolvendo problemas pessoais ??,0,0,0,0,0,0,0,0,0,0,0,0,0
# for enha !!,0,0,0,0,0,0,0,0,0,0,0,0,0
"eu posso gostar muito de alguém, mais se ela fizer algo que me magoe ao ponto de eu tirar da minha vida, pode ter certeza q pode falar/fazer oque for, que pro meu caminho não volta mais!",0,0,0,0,0,0,0,0,0,0,0,0,0
isso aqui ó link,0,0,0,0,0,0,0,0,0,0,0,0,0
"naquela velha política de compadres, o prefeito semi-precioso pega dinheiro público e aluga o clube 12. mas não mostra o contrato! seria dinheiro para salvar os amigos e o clube privado da elite da cidade?",1,1,0,0,0,0,0,1,0,0,0,0,0
@user nao atualiza vc vai pro final da fila eu to esperando,0,0,0,0,0,0,0,0,0,0,0,0,0
@user e o pior que ele acha que tá grandão hahaha,0,0,0,0,0,0,0,0,0,0,0,0,0
"cannes rolando hein, atenção.",0,0,0,0,0,0,0,0,0,0,0,0,0
dá-lhe tanta trela que só falta passear,0,0,0,0,0,0,0,0,0,0,0,0,0
queria um new balance 550 pena que é o valor de um dunk,0,0,0,0,0,0,0,0,0,0,0,0,0
@user e ai tu vai fazer oq,0,0,0,0,0,0,0,0,0,0,0,0,0
transforma em ódio bicho ???? link,0,0,0,0,0,0,0,0,0,0,0,0,0
@user teu avó era um pateta,0,0,0,0,0,0,0,0,0,0,0,0,0
@user para de rir da minja desgraça,0,0,0,0,0,0,0,0,0,0,0,0,0
voltei a ter o twitter aberto,0,0,0,0,0,0,0,0,0,0,0,0,0
se tem uma coisa que atrapalha minha vida é não ter carro,0,0,0,0,0,0,0,0,0,0,0,0,0
@user se fosse ir,0,0,0,0,0,0,0,0,0,0,0,0,0
@user já tô com meus vídeos prontos kkkkkk,0,0,0,0,0,0,0,0,0,0,0,0,0
as gays padrão quando vão de férias link,1,1,0,0,0,0,1,0,0,0,0,0,0
fodase ? link,0,0,0,0,0,0,0,0,0,0,0,0,0
"eu amo cozinhar, mas pqp cada comida que eu queimo, ou dá errado kkkkkkkkkkkk",0,0,0,0,0,0,0,0,0,0,0,0,0
"eu sou a pessoa do ""desculpa, eu dormi""",0,0,0,0,0,0,0,0,0,0,0,0,0
mano vai se foder,1,0,0,0,0,0,0,0,0,0,0,0,0
quer me ver em junho? me ache no cinema link,0,0,0,0,0,0,0,0,0,0,0,0,0
@user segunda e paia viu mano,0,0,0,0,0,0,0,0,0,0,0,0,0
@user digo o mesmo amg link,0,0,0,0,0,0,0,0,0,0,0,0,0
não quero mais saber de depressor e coisas pra baixo,0,0,0,0,0,0,0,0,0,0,0,0,0
"@user @user não sou egrilo, e nem me ofendeu, tá feio mesmo",1,1,0,0,1,0,0,0,0,0,1,0,0
@user nao sei quem é mais feio,1,1,0,0,1,0,0,0,0,0,0,0,0
@user @user @user sem o feminismo ela não teria tido a oportunidade de conseguir estudar nem na frança,0,0,0,0,0,0,0,0,0,0,0,0,0
@user vem logoooo,0,0,0,0,0,0,0,0,0,0,0,0,0
a bunda dela é tipo a rocinha a maior da américa latina,1,1,0,0,1,0,0,0,0,0,1,0,0
como diz o ret: as melhores ideias são as perigosas.,0,0,0,0,0,0,0,0,0,0,0,0,0
@user chorei igual uma cachorra nessa parte,0,0,0,0,0,0,0,0,0,0,0,0,0
@user @user ele colocando as aspas que ódio kskakaka,0,0,0,0,0,0,0,0,0,0,0,0,0
esses sao os medo o sistema tem medo. pois o sistema monetario controla a sociedade. o bitcoin as liberta. link,0,0,0,0,0,0,0,0,0,0,0,0,0
@user kakakaka o maior cu cagado do twitter,0,0,0,0,0,0,0,0,0,0,0,0,0
a película do meu celular ta um cu que ódio,1,0,0,0,0,0,0,0,0,0,0,0,0
o lo far link,0,0,0,0,0,0,0,0,0,0,0,0,0
tô com um tesão da desgraça quem vai me ajudar a gozar? ?? = foto da minha pica 17y #pintoaward #pintoawards #pintosawards #pintosaward #troconudsawards #bundaawards #xotaawards #peitoawards #troconuds,1,0,0,0,0,0,0,0,0,0,0,0,0
@user esse ano ta bem fraco... devo ir no sabado na paulista pra sessão de filme e quebrada queer. e domingo fico em casa mesmo,0,0,0,0,0,0,0,0,0,0,0,0,0
"""precisamos operacionalizar buscar o ministro do tse onde ele estiver e trazer sem aparecer"", escreve, na véspera do encontro, célio faria, então chefe do gabinete pessoal de bolsonaro e que se tornaria ministro da secretaria de governo em 2022.",0,0,0,0,0,0,0,0,0,0,0,0,0
deu ruim link,0,0,0,0,0,0,0,0,0,0,0,0,0
merdaaaaa to assim link,0,0,0,0,0,0,0,0,0,0,0,0,0
