text,aggressive,hate,ageism,aporophobia,body_shame,capacitism,lgbtphobia,political,racism,religious_intolerance,misogyny,xenophobia,other
quem inventou essa caralha de rpg mano q ódio já cai umas 5 vezes,0,0,0,0,0,0,0,0,0,0,0,0,0
"@user ou primeira ne, não sei quem vai tirar minha paz",0,0,0,0,0,0,0,0,0,0,0,0,0
@user um barco triste e a gente afundando ao som da música de titanic kkkkkj que ódio,0,0,0,0,0,0,0,0,0,0,0,0,0
"@user parabéns meu amor, vc merece mt amg",0,0,0,0,0,0,0,0,0,0,0,0,0
esqueci o que eu ia fazer,0,0,0,0,0,0,0,0,0,0,0,0,0
@user quem decide oq é fakenews ? e esse ódio do bem pode ? #naoaopl2630 #naoaocomunismo #naoaosocialismo,0,0,0,0,0,0,0,0,0,0,0,0,0
@user roteiro foi feito por uma criança de 6 anos e executado por uma de 10,0,0,0,0,0,0,0,0,0,0,0,0,0
@user @user @user sempre está tudo prestes a quebrar... foi assim no 13º salário foi assim a cada aumento real do salário mínimo... vida que segue!,0,0,0,0,0,0,0,0,0,0,0,0,0
estou num trem novinho do metrô eu nunca me senti tao privilegiada,0,0,0,0,0,0,0,0,0,0,0,0,0
@user ja disse q eu nao vo,0,0,0,0,0,0,0,0,0,0,0,0,0
@user infelizmente ele me obrigou a comprar esta skin,0,0,0,0,0,0,0,0,0,0,0,0,0
@user eu tbm sou cultura link,0,0,0,0,0,0,0,0,0,0,0,0,0
@user queria fazer isso com a minha porem n sei fazer,0,0,0,0,0,0,0,0,0,0,0,0,0
enquete aponta preferências de consumo de rádio em 2023: receptor fm/am lidera link,0,0,0,0,0,0,0,0,0,0,0,0,0
@user eu comprava por 16 reais ??,0,0,0,0,0,0,0,0,0,0,0,0,0
@user então!!! eu tinha esquecido disso,0,0,0,0,0,0,0,0,0,0,0,0,0
agora pronto ksksksks o povo achando que namoro o molder kkkkkkk gente eu tô em celibato,0,0,0,0,0,0,0,0,0,0,0,0,0
a eficiência do funcionalismo público brasileiro kkkkkkkkkkk link,0,0,0,0,0,0,0,0,0,0,0,0,0
meu problema é ser competitiva demais q odio,0,0,0,0,0,0,0,0,0,0,0,0,0
q nojo de vc juro,1,0,0,0,0,0,0,0,0,0,0,0,0
ódio link,0,0,0,0,0,0,0,0,0,0,0,0,0
ai que saudades deles ?? link,0,0,0,0,0,0,0,0,0,0,0,0,0
"@user essa parte do livro é zoeira kkkkkk mas o cara fazia sorteio e não entregava o prêmio, canalha",1,0,0,0,0,0,0,0,0,0,0,0,0
tava indo ali comprar meu carregador e uma gorda me chamou de gostoso. fiquei tentando entender se tinha sido um elogio ou uma ameaça,1,1,0,0,1,0,0,0,0,0,1,0,0
@user @user @user kkkkkkkkkkkkkkkkkkkk aquela foto….,0,0,0,0,0,0,0,0,0,0,0,0,0
"tô vendo a programação da virada cultural, e lembrando do dia em que vi cólera de graça na praça do campo limpo com meu pai hahahahah",0,0,0,0,0,0,0,0,0,0,0,0,0
vocês não acham que o ian somerhalder mais novo faria um rhys perfeito?,0,0,0,0,0,0,0,0,0,0,0,0,0
@user quem,0,0,0,0,0,0,0,0,0,0,0,0,0
@user @user mas eu duvido que ela seja vp tendo tanto tempo atoa pra estar viajando pra lá e pra cá e fazendo todo o trabalho remotamente sem ao menos comparecer pessoalmente em uma reunião ou qualquer outra compromisso da empresa .,0,0,0,0,0,0,0,0,0,0,0,0,0
@user os fãs não aceitando os fatos,0,0,0,0,0,0,0,0,0,0,0,0,0
"é só questão de tempo para o bolsonaro ser preso. a acusação tem que ser forte, os seus fiéis apoiadores ainda acreditam que ele é o paladino da moral. a verdade é que esse verme é um corrupto da pior espécie!",1,1,0,0,0,0,0,1,0,0,0,0,0
"@user aí eles usufruem de tudo, passam a se achar ricos e elegem o próximo bolsonaro, repetindo a história. ?? é sempre assim.",1,1,0,1,0,0,0,1,0,0,0,0,0
@user que odio é muito bom ser adolescente no ifma,0,0,0,0,0,0,0,0,0,0,0,0,0
@user bora,0,0,0,0,0,0,0,0,0,0,0,0,0
@user @user oq amor kkkkkkkkkkkkkkkk,0,0,0,0,0,0,0,0,0,0,0,0,0
recebi um “parabéns” e um “muito bom” do sandro ??,0,0,0,0,0,0,0,0,0,0,0,0,0
se eu fosse só eu não estaria mais aqui? o meu senhor me ensinou a persistir.,0,0,0,0,0,0,0,0,0,0,0,0,0
diga-me qual sample da ariana a sabrina usou mari bolsonaro link,0,0,0,0,0,0,0,0,0,0,0,0,0
ansiosa por um são joão,0,0,0,0,0,0,0,0,0,0,0,0,0
imagina vc no restaurante e o parceiro (a) tá vendo vídeo de minecraft sem conversar com vc ??,0,0,0,0,0,0,0,0,0,0,0,0,0
@user mas o problema não era o bolsonaro seus oportunistas de ??? faz o l fdp,1,1,0,0,0,0,0,1,0,0,0,0,0
relembre os 5 projetos mais relevantes criados por michelle bolsonaro (entre dezenas de outros) ao longo dos 4 anos do governo bolsonaro: link,0,0,0,0,0,0,0,0,0,0,0,0,0
hugo macadam francis dolly #?? link,0,0,0,0,0,0,0,0,0,0,0,0,0
"aí ai,vencemos tantooooooo???? link",0,0,0,0,0,0,0,0,0,0,0,0,0
??| nesta postagem você encontra as séries e os bls que o gawin caskey participou. você também pode utilizar as tags para encontrar as postagens: ?? #gawinlakorn_fb ?? ?? #gawinsériesbl_fb ?? (+) link,0,0,0,0,0,0,0,0,0,0,0,0,0
@user @user provavelmente é culpa do bolsonaro ????????????????????????????,0,0,0,0,0,0,0,0,0,0,0,0,0
o importante é emagrecer,1,1,0,0,1,0,0,0,0,0,0,0,0
@user @user @user kkkkkkkkkkkk o maior ódio da minha vida é esse,0,0,0,0,0,0,0,0,0,0,0,0,0
@user eu tenho ódio desses por isso q devemos falar mais sobre pq meu perfil no twitter é pra destilar ódio,0,0,0,0,0,0,0,0,0,0,0,0,0
@user achei que so bh tinha lavagem de dinheiro com farmacia kkkkkkk a nossa é a drogaria araujo,0,0,0,0,0,0,0,0,0,0,0,0,0
"sentadinhos esperando pro run, coisa linda!???? link",0,0,0,0,0,0,0,0,0,0,0,0,0
"esse dia foi foda, todos tricolor na rampa correram ?????? link",0,0,0,0,0,0,0,0,0,0,0,0,0
"se eu tivesse que escolher poucas coisas pra gravar na minha mente, essa cena seria uma delas ???? link",0,0,0,0,0,0,0,0,0,0,0,0,0
@user desculpa ou de nada???? kkkk,0,0,0,0,0,0,0,0,0,0,0,0,0
@user aí ferrou kkkkkkkkk,0,0,0,0,0,0,0,0,0,0,0,0,0
matias brotas abre individual ‘paisagem ainda que’ do artista manfredo de souzanetto no es link,0,0,0,0,0,0,0,0,0,0,0,0,0
"@user @user não tenho. sou mulher e não capacho. ver se aprende a respeitar. ah, quase esqueci, vc é comunista e comunista não tem respeito por ninguém.",1,1,0,0,0,0,0,1,0,0,0,0,0
@user bom dia 3x,0,0,0,0,0,0,0,0,0,0,0,0,0
como pedir o reembolso de uma aplicação ou jogo da app store link,0,0,0,0,0,0,0,0,0,0,0,0,0
@user é uma música da taylor kkkkk,0,0,0,0,0,0,0,0,0,0,0,0,0
"@user @user @user até pq nunca teve, se tivesse, metade dessas pessoas que estão no poder não estariam.",0,0,0,0,0,0,0,0,0,0,0,0,0
@user @user nada,0,0,0,0,0,0,0,0,0,0,0,0,0
@user @user você em semana de provakkkkkkkkkkkkk,0,0,0,0,0,0,0,0,0,0,0,0,0
"@user eu, como pobre que sou, não tenho cacife pra abastecer com gasolina há anos. só coloco álcool. e posso afirmar que ano passado o álcool estava mais barato sim. hoje vi por 4,20. link",1,1,0,1,0,0,0,0,0,0,0,0,0
"@user eu não lembrava que o gabigol costumava passar de zagueiro na corrida, minhas lembranças dele são só dele perdendo a bola facilmente quando tenta fazer isso",0,0,0,0,0,0,0,0,0,0,0,0,0
"ele é, e sempre será o amor da minha vida, mas não será mais nessa vida…",0,0,0,0,0,0,0,0,0,0,0,0,0
todo mundo reclamando de frio na tml e a porra de minas gerais torrando de sol,0,0,0,0,0,0,0,0,0,0,0,0,0
@user quem?,0,0,0,0,0,0,0,0,0,0,0,0,0
kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk pelo amor de deus link,0,0,0,0,0,0,0,0,0,0,0,0,0
@user já segui!,0,0,0,0,0,0,0,0,0,0,0,0,0
"com esse absurdo, encareceram-se os combustíveis para aumentar o ganho dos capitalistas, e o brasil entrou na rota da inflação durante o desgoverno bolsonaro. (+)",0,0,0,0,0,0,0,0,0,0,0,0,0
o meme já veio pronto com a foto do gabi e do cano kkkkk link,0,0,0,0,0,0,0,0,0,0,0,0,0
"isso é sobre carinho, afeto, crença ou a falta disso tudo é sobre todos que viveram sozinhos e quando foram amados não sabiam o que fazer onde sua religião estava na escravidão? sou artesão do meu próprio caminho vítima da falta de abraço do mundo",0,0,0,0,0,0,0,0,0,0,0,0,0
queria tanto aquela saia ??,0,0,0,0,0,0,0,0,0,0,0,0,0
"e eu achando que o cirilo era besta, mas ultimamente tô sendo mais que ele",0,0,0,0,0,0,0,0,0,0,0,0,0
não aguento mais ser compreensivo com analista sem noção,0,0,0,0,0,0,0,0,0,0,0,0,0
eu assim com eles link,0,0,0,0,0,0,0,0,0,0,0,0,0
@user @user e o q vai se fazer sobre isso???,0,0,0,0,0,0,0,0,0,0,0,0,0
"@user feliz aniversário, dr.",0,0,0,0,0,0,0,0,0,0,0,0,0
@user trador de empresa kkkkkkkkk,0,0,0,0,0,0,0,0,0,0,0,0,0
te amo te amo te amo te amo te amo link,0,0,0,0,0,0,0,0,0,0,0,0,0
odeio mimi e frescura ????????,1,0,0,0,0,0,0,0,0,0,0,0,0
e a gente reclamava da eventim,0,0,0,0,0,0,0,0,0,0,0,0,0
"paga lanche pra menina feia mais num paga um guaraná prós pçr, deveria ser crime isso",1,1,0,0,1,0,0,0,0,0,1,0,0
"existem pessoas que nos fazem desacreditar do amor, mas também existem aquelas que nos mostram que nunca fomos amados de verdade até a chegada dela",0,0,0,0,0,0,0,0,0,0,0,0,0
@user mas esse comunista eh o chefe do gabinete do ódio,1,0,0,0,0,0,0,0,0,0,0,0,0
aparentemente não há época especial na holanda ensino português &gt; ensino holandês link,0,0,0,0,0,0,0,0,0,0,0,0,0
@user tô amando o vlog da zuzu,0,0,0,0,0,0,0,0,0,0,0,0,0
@user agora ele aprendeu,0,0,0,0,0,0,0,0,0,0,0,0,0
"@user se for no aricanduva, assim q lançar rs",0,0,0,0,0,0,0,0,0,0,0,0,0
@user kkkkkkkkkkkkkkkkkk você é podre gabriella,1,1,0,1,0,0,0,0,0,0,0,0,0
@user @user mentiraaaa link,0,0,0,0,0,0,0,0,0,0,0,0,0
canalhas canalhas canalhas,1,0,0,0,0,0,0,0,0,0,0,0,0
@user @user @user pesado,0,0,0,0,0,0,0,0,0,0,0,0,0
"te falando, parece coisa de deus, pra quem acredita né, ou o destino, enfim, tô na onda",0,0,0,0,0,0,0,0,0,0,0,0,0
@user @user tao nos,0,0,0,0,0,0,0,0,0,0,0,0,0
"@user porque não governam e deixem a vida dos outros, isso pararece desespero e cada vez mais forte à direita fica!",1,1,0,0,0,0,0,1,0,0,0,0,0
meu organismo está gritando contra meus hábitos. minha sinusite e rinite tem me implorado pra ir morar no nordeste e meu útero tem implorado para ser interditado.,0,0,0,0,0,0,0,0,0,0,0,0,0
"@user eu literalmente postei sobre o touch-tone telephone ser o q!cellbit teorizando eu juro q eu q vou ficar insana, eu to quase desenhando isso aaaa",0,0,0,0,0,0,0,0,0,0,0,0,0
muito rolê pra pouco dinheiro dia 26 é rolê novo ??,0,0,0,0,0,0,0,0,0,0,0,0,0
"eu odeio , eu odeio que me acorde é um ódio que não dá pra explicar",0,0,0,0,0,0,0,0,0,0,0,0,0
cogitando começar a vender umas calça jogger,0,0,0,0,0,0,0,0,0,0,0,0,0
faz o l link,1,1,0,0,0,0,0,1,0,0,0,0,0
he’s cool and all mas chamar de bilionário é abusar ?? link,0,0,0,0,0,0,0,0,0,0,0,0,0
"@user engraçado isso, bolsonaro é muito mito falem bem falem mal, mas falem, não vejo comentários sobre os gastos do desgoverno atual absurdos, na cara de todos com dinheiro nosso. bolsonaro sempre mito pode ser odiado mas jamais esquecido, kkkkkkkkkk",0,0,0,0,0,0,0,0,0,0,0,0,0
@user tô num ódio dela,0,0,0,0,0,0,0,0,0,0,0,0,0
@user já deveria ter sido cassado.,0,0,0,0,0,0,0,0,0,0,0,0,0
o gregor mendel me odeia que saco,0,0,0,0,0,0,0,0,0,0,0,0,0
imaginar pensar que a cbf é correta em algo? vão continuar essa merda de administração sempre,1,0,0,0,0,0,0,0,0,0,0,0,0
@user com dia caca ??????,0,0,0,0,0,0,0,0,0,0,0,0,0
"ignoradas pelo governo bolsonaro, multas aplicadas pelo ibama crescem 90% com lula link",0,0,0,0,0,0,0,0,0,0,0,0,0
pqp eu não dormia assim a muito tempo,0,0,0,0,0,0,0,0,0,0,0,0,0
"não tinha botado fé no joguinho de jedi porque não sou um dos maiores fãs de star wars, mas me surpreendeu. é muito bem feito e tem uma boa história. é um souls light",0,0,0,0,0,0,0,0,0,0,0,0,0
xandão cometeu crime? ss? link,0,0,0,0,0,0,0,0,0,0,0,0,0
@user veiiiii aaaaaa kkkkkkkkk,0,0,0,0,0,0,0,0,0,0,0,0,0
"o box do meu crossfit vai mudar de local e provavelmente n vou poder continuar lá, eu quero me m",0,0,0,0,0,0,0,0,0,0,0,0,0
tpm antes de vir ela te humilha ????,0,0,0,0,0,0,0,0,0,0,0,0,0
se tem a blake lively ja sei q o filme vai ser bom link,0,0,0,0,0,0,0,0,0,0,0,0,0
@user se chama semana de prova,0,0,0,0,0,0,0,0,0,0,0,0,0
@user uma hora de espera eu não aguento link,0,0,0,0,0,0,0,0,0,0,0,0,0
"@user não deu certo kkkk, que pena… será que teve possibilidade de dar certo algum dia? acho que não…",0,0,0,0,0,0,0,0,0,0,0,0,0
se a razão quer guerra o nosso amor quer paz,0,0,0,0,0,0,0,0,0,0,0,0,0
"@user @user quem matou muita gente foi o bolsonaro, por se negar a comprar a vacina! mas o cerco está fechando para o genocida e a familícia. tic tac",1,1,0,0,0,0,0,1,0,0,0,0,0
27 aninhos link link,0,0,0,0,0,0,0,0,0,0,0,0,0
"mano, pode falar o que quiser, mas falar que eu sou acomodada? que eu vivo na barra da saia da mãe já é demais, não é nem metade do que eu sou e já tá falando merda",1,0,0,0,0,0,0,0,0,0,0,0,0
eu me inscrevi pra representar o curso de psicologia na feira de profissões do ihac e agora tô arrependida,0,0,0,0,0,0,0,0,0,0,0,0,0
me encontro por 5 min chorando porque tinha esquecido o fone de bianca e fiquei com medo dela brigar cmg,0,0,0,0,0,0,0,0,0,0,0,0,0
acordei hj com sdds do riordanverso,0,0,0,0,0,0,0,0,0,0,0,0,0
@user só nas quintas,0,0,0,0,0,0,0,0,0,0,0,0,0
"tô apanhando pra apostar na bet, que ódio ??",0,0,0,0,0,0,0,0,0,0,0,0,0
isso aq é quase crime de ódio link,0,0,0,0,0,0,0,0,0,0,0,0,0
menor steam vai parar de funcionar em windows 7 os pobres n têm um dia de paz,1,1,0,1,0,0,0,0,0,0,0,0,0
"@user só queria o print daquela não-querida comparando as audiências, pra colocar no meu fixado",0,0,0,0,0,0,0,0,0,0,0,0,0
"eu só espero que a taylor seja feliz. sempre vou querer o melhor para ela, acima de tudo. ela é adulta e sabe o que faz. só espero que ela não entre em polêmica por causa desse aí. link",0,0,0,0,0,0,0,0,0,0,0,0,0
depois da audição daquele moço nunca mais ouvi jealous do labrinth da mesma forma,0,0,0,0,0,0,0,0,0,0,0,0,0
@user to assim irmã,0,0,0,0,0,0,0,0,0,0,0,0,0
"tenho dito isso tem um tempo: o povo tá querendo idolatria, cegueira sobre os defeitos, inúmeras personas destoantes daquilo que sempre foi mas amor, não. (não confundam admirar o parceiro com idolatria). link",0,0,0,0,0,0,0,0,0,0,0,0,0
nao sabes falar baixo inferno,0,0,0,0,0,0,0,0,0,0,0,0,0
@user conta,0,0,0,0,0,0,0,0,0,0,0,0,0
@user @user kkkkkkkk não vou rir disso sozinha,0,0,0,0,0,0,0,0,0,0,0,0,0
"@user @user as pessoas podem fazer piadas ou simplesmente desejar a morte de alguém que não gostam, mas quando é alguém que gostam, é um crime. as situações de desejo de morte pro bolsonaro deveriam ser punidas? sim. as situações de desejo de morte pro lula também? lógico. +",0,0,0,0,0,0,0,0,0,0,0,0,0
"@user @user pois, o mais interessante é que ele não baubles bayern como disseste. apago morcão que ainda vais a tempo",0,0,0,0,0,0,0,0,0,0,0,0,0
o fazia dele sendo hetero e o meu extremamente bissexual como eu,1,1,0,0,0,0,0,0,0,0,1,0,0
@user @user é arrumar de dentro para fora em qualquer casa e não o contrário!,0,0,0,0,0,0,0,0,0,0,0,0,0
"tinha mil e uma coisas para fazer mas aí os caras me lançam mais de 10 horas do pirula e sergio conversando com criacionistas, minha mente explodiu só de vê a capa link",0,0,0,0,0,0,0,0,0,0,0,0,0
"@user @user p ser bom caráter tem q fazer o q o ditador quer, nã pode ser contrariado. #foralula",0,0,0,0,0,0,0,0,0,0,0,0,0
@user errou por mto. coentro estraga qlq coisa.,0,0,0,0,0,0,0,0,0,0,0,0,0
@user que ridículo! borra tweet!,0,0,0,0,0,0,0,0,0,0,0,0,0
"@user vou de plateia mesmo amg, o importante é ir kkkkk vc vai de qual?",0,0,0,0,0,0,0,0,0,0,0,0,0
@user riachuelo tem um monte no setor masculino hein,0,0,0,0,0,0,0,0,0,0,0,0,0
"@user @user oii, chego aí em 30 minutos… vc acredita que eu consiga comprar ou tá mt cheia a fila?",0,0,0,0,0,0,0,0,0,0,0,0,0
mandei um video p minha mae experimentando a calça mostrando meu quarto todo desarrumado e ela posta no status do zap????????????,0,0,0,0,0,0,0,0,0,0,0,0,0
@user escalo o vini kbara banco eu pagaria pra tirar o rashford do meu time,0,0,0,0,0,0,0,0,0,0,0,0,0
@user efeito governo bolsonaro.,0,0,0,0,0,0,0,0,0,0,0,0,0
o efeito desta música na juventude margem-sulense não se escreve link,0,0,0,0,0,0,0,0,0,0,0,0,0
terminei meu abstract e nem chorei escrevendo link,0,0,0,0,0,0,0,0,0,0,0,0,0
"@user picareta, chama o moro de parcial. oque pensar em um vagabundo que vai trabalhar na empresa que anulou processo de milhões. cadeia neste crápula.",1,1,0,0,0,0,0,1,0,0,0,0,0
nossa vai tomar no cu to mto puta,1,0,0,0,0,0,0,0,0,0,0,0,0
definição da oab link,0,0,0,0,0,0,0,0,0,0,0,0,0
"@user e nem terá mais nada no resumo, porque só escondendo os resumos eles podem cortar a vontade o que querem, se a gente não sabe, nem vamos poder reclamar de nada, estamos no escuro, já cortaram cenas da regiane falando da helena.",0,0,0,0,0,0,0,0,0,0,0,0,0
"cansada de contornar a situação, aceitar coisas q não sou obrigada só p meu filho ter padrinho. cansei!!!!",0,0,0,0,0,0,0,0,0,0,0,0,0
"mais um que estava ""fechado com o bolsonaro"" e que agora ficará mais fechado ainda. só que na cadeia. link",0,0,0,0,0,0,0,0,0,0,0,0,0
"@user lule não é genocide, até porque isso foi um corte de energia do bem. agora se fosse o bozo aí sim seria genocida, fascista, machista, eletricista, taxista, etc..........",1,1,0,0,0,0,1,1,0,0,0,0,0
em 3 meses eu tô sofrendo o equivalente a 5 anos,0,0,0,0,0,0,0,0,0,0,0,0,0
meu deus eu to com muito cabelo branco tipo muito msm,0,0,0,0,0,0,0,0,0,0,0,0,0
pf tem roteiro para depoimento de bolsonaro nesta terça. #bolsonaronacadeia @user link,0,0,0,0,0,0,0,0,0,0,0,0,0
cara q ódio de matheus ele consegue me tirar da postura de bandida má e ficar rindo pro telefone,0,0,0,0,0,0,0,0,0,0,0,0,0
"@user obrigado, igualmente",0,0,0,0,0,0,0,0,0,0,0,0,0
@user cada coisa viu,0,0,0,0,0,0,0,0,0,0,0,0,0
karma já ta no meu top 3 dark blood tracklist #darkblood #enhypen #enhypen_4thminialbum @user @user,0,0,0,0,0,0,0,0,0,0,0,0,0
"que domore , mas venha tudo que sonhei . ??????",0,0,0,0,0,0,0,0,0,0,0,0,0
dia vai ser dificil,0,0,0,0,0,0,0,0,0,0,0,0,0
@user @user teu cu,1,0,0,0,0,0,0,0,0,0,0,0,0
"@user é só o galo perder q já aparece salários atrasados, crise entre treinador e elenco, gramado de arena e por ai vai...",0,0,0,0,0,0,0,0,0,0,0,0,0
@user pareski a ucrânia está sendo varrida do mapa,0,0,0,0,0,0,0,0,0,0,0,0,0
"@user o stf vai mandar prender os desembargadores, e a uniao indenizar lule em 600 milhoes de reais super previsivel no brasil de hoje",1,1,0,0,0,0,1,1,0,0,0,0,0
os bandidos ?? do $tf estão soltos link,0,0,0,0,0,0,0,0,0,0,0,0,0
@user não tá prestando amg kkkkkkkkkkkkkkkkkk,0,0,0,0,0,0,0,0,0,0,0,0,0
"a ingrid é uma amiga ingrata, quero levar ela para passear e ela fica desconfiando de mim ????",0,0,0,0,0,0,0,0,0,0,0,0,0
esse homem é doido juro que ódio,0,0,0,0,0,0,0,0,0,0,0,0,0
@user vendo 2 ingressos para santos x palmeiras portão 7/8 vem no certo,0,0,0,0,0,0,0,0,0,0,0,0,0
"n fui ontem nem hj pra academia, ódio",0,0,0,0,0,0,0,0,0,0,0,0,0
? = te dou um grupo e vc posta seu fav me deram: seventeen mingyu link link,0,0,0,0,0,0,0,0,0,0,0,0,0
@user que raiva que me dá,0,0,0,0,0,0,0,0,0,0,0,0,0
@user cheguei tarde ??,0,0,0,0,0,0,0,0,0,0,0,0,0
calma vagabunda estou saindo da conversa,1,1,0,0,0,0,0,0,0,0,1,0,0
cara eu amo esse vídeo link,0,0,0,0,0,0,0,0,0,0,0,0,0
@user os melhores principalmente o ace,0,0,0,0,0,0,0,0,0,0,0,0,0
"#censo @user | fiz!!! rápido, importante e bem elaborado. link link",0,0,0,0,0,0,0,0,0,0,0,0,0
@user ah não,0,0,0,0,0,0,0,0,0,0,0,0,0
[16/5 11:32] kesia: meu odio me deixa cega [16/5 11:33] lindo ??: aff [16/5 11:33] lindo ??: de postar gracinha e falar merda nao esquece [16/5 11:33] lindo ??: bonita [16/5 11:33] kesia: postar oq [16/5 11:34] kesia: do que que vc tá falando eu me fazendo de maluca é ótimo ????,0,0,0,0,0,0,0,0,0,0,0,0,0
"ligar um som e agitar essa casa, hj eu tô afim",0,0,0,0,0,0,0,0,0,0,0,0,0
@user está perfeito,0,0,0,0,0,0,0,0,0,0,0,0,0
@user quem eh ricardo???,0,0,0,0,0,0,0,0,0,0,0,0,0
é tão bom regular o sono,0,0,0,0,0,0,0,0,0,0,0,0,0
nunca passei um aniversário com tanta expectativa e perspectiva pros anos que tão por vir. muito dahora ser grato pelo que passou mas mais ainda pelo que deus tem pro futuro,0,0,0,0,0,0,0,0,0,0,0,0,0
eu amo que tudo que a faz vira tendência link,0,0,0,0,0,0,0,0,0,0,0,0,0
"@user @user aham, geralmente o @user que posta de madrugada",0,0,0,0,0,0,0,0,0,0,0,0,0
saudades dele,0,0,0,0,0,0,0,0,0,0,0,0,0
@user o que foi meu brother,0,0,0,0,0,0,0,0,0,0,0,0,0
@user imagina se isso acontece aqui pt,0,0,0,0,0,0,0,0,0,0,0,0,0
"tô fazendo uma aula de indústrias do paraná fina. só pra quem sabe o que é cocelpa, berneck e a importância do senai no cic. eu inclusive aos 10 anos de idade falava que iria fazer senai pra trabalhar na indústria. acho que estaria ganhando mais do que sendo professor",0,0,0,0,0,0,0,0,0,0,0,0,0
ele é tão pitico link,0,0,0,0,0,0,0,0,0,0,0,0,0
@user zero empatia dessas duas. por isso é que jamais irei estudar para fora do porto. minha rica casinha.,0,0,0,0,0,0,0,0,0,0,0,0,0
@user pra onde ? vó com c,0,0,0,0,0,0,0,0,0,0,0,0,0
"finalizei a casa toda, sensação de paz",0,0,0,0,0,0,0,0,0,0,0,0,0
"o meu nunca mais me bloqueou , e agora disse q é pra sempre ??????",0,0,0,0,0,0,0,0,0,0,0,0,0
"queria larissa fazendo tiktok com essas músicas proibidona, rebolando a raba . nunca pedi nada @user",0,0,0,0,0,0,0,0,0,0,0,0,0
eita falsidade,1,0,0,0,0,0,0,0,0,0,0,0,0
"@user simplesmente passaram 32,82 no meu cartão ontem as 05:17 da madrugada e não foi e ninguém me responde sério vou ter um surto",0,0,0,0,0,0,0,0,0,0,0,0,0
@user ai amo amizades assim amigo ksksks,0,0,0,0,0,0,0,0,0,0,0,0,0
passaram mais de 4 anos sofrendo as idiotice de bolsonaro é agora tudo que acontece é culpa do lula kkkkkkkkkkkkkkk vai se fuder seus debi loides,1,1,0,0,0,1,0,0,0,0,0,0,0
que ódio perdi um brinco meu que ódio,0,0,0,0,0,0,0,0,0,0,0,0,0
@user shopping e terrível,0,0,0,0,0,0,0,0,0,0,0,0,0
@user ainda não vi esse ??,0,0,0,0,0,0,0,0,0,0,0,0,0
09h34 - rio de janeiro globo #encontro 8.8 record #falabrasil 4.5 sbt #primeiroimpacto 2.2 #tvbrasil 0.4 #thechef 0.3 luizao,0,0,0,0,0,0,0,0,0,0,0,0,0
@user triste de não ter visto! duas maravilhosas!,0,0,0,0,0,0,0,0,0,0,0,0,0
@user qq aconteceuuu,0,0,0,0,0,0,0,0,0,0,0,0,0
hoje o flamengo pode estragar meu dia ??,0,0,0,0,0,0,0,0,0,0,0,0,0
"traficante de vulgo girino, foi morto nessa noite na comunidade do jacarezinho. ocorreu confronto entres traficantes x polícias na região, nessa noite de segunda-feira link",0,0,0,0,0,0,0,0,0,0,0,0,0
no mames no mames o mames link,0,0,0,0,0,0,0,0,0,0,0,0,0
"@user @user @user de novo, onde. vc está vendo q foi lula que retirou isso ? foi a petrobras e vão-se fuder com essa velha política de preços porque n tem a onde se escorar dessa vez n e pau no cu do bolsonaro seu trouxa kkkkkkkk",0,0,0,0,0,0,0,0,0,0,0,0,0
que ódio dessa porra de pix fora do ar,1,0,0,0,0,0,0,0,0,0,0,0,0
meu fi se eu tiver tirado 5 nesse teste foi muito,0,0,0,0,0,0,0,0,0,0,0,0,0
"@user bora, uma ilha, uma cachoeira, quero mt",0,0,0,0,0,0,0,0,0,0,0,0,0
eu sendo horroroso com vergonha de sair da praça de alimentaçao pra ir no banheiro,0,0,0,0,0,0,0,0,0,0,0,0,0
"@user @user irmaozim o son nunca ganhou nem jogo de botão , o park levou tudo , mais de uma vez, jogando muito.",0,0,0,0,0,0,0,0,0,0,0,0,0
bateu uma vontade de ir pra praia...,0,0,0,0,0,0,0,0,0,0,0,0,0
parou essa porra,1,0,0,0,0,0,0,0,0,0,0,0,0
@user @user estamos assim vc deveria fazer o mesmo foca nos treinos deixa o povo falar o que quiser quando vocês estavam no bbb uns shippsva amizade outros shippsva casal e tudo bem.,0,0,0,0,0,0,0,0,0,0,0,0,0
@user @user membro do gays com bolsonaro? kkkkkkkkkkkkkkkkkkk que surto é esse meu pai link,0,0,0,0,0,0,0,0,0,0,0,0,0
@user de pobre basta eu já,1,1,0,1,0,0,0,0,0,0,0,0,0
e o nx hein,0,0,0,0,0,0,0,0,0,0,0,0,0
natural ? link link,0,0,0,0,0,0,0,0,0,0,0,0,0
"@user acho que é só questão de costume, pô. são os jogadores que não podem esta4 soberbos. nós, torcedores, podemos tudo haha",0,0,0,0,0,0,0,0,0,0,0,0,0
"@user @user caracaaaaaa, eu não vi",0,0,0,0,0,0,0,0,0,0,0,0,0
eu sinto muitas coisas por este aqui link,0,0,0,0,0,0,0,0,0,0,0,0,0
agora só falta freen e a outra categoria delas.,0,0,0,0,0,0,0,0,0,0,0,0,0
@user zoar o cabelo da mina pode aí foi zoada ficou pistola??,1,0,0,0,0,0,0,0,0,0,0,0,0
